Identifiant d’acte,Type d’acte,Id Personne A,Id Personne B,Commune,Date,Num Vue
4438,Mariage,3298,6551,45,1823-05-14,71/171
4439,Mariage,3298,6683,52,1682-02-03,42/081
4440,Mariage,3287,6853,250,1863-02-03,90/167
4441,Mariage,3298,6868,363,1859-10-25,203/228
4442,Mariage,3298,7003,52,1702-02-20,122/133
4443,Mariage,3298,7204,175,1796-02-03,12/032
4444,Mariage,3280,7203,4,,84/121
4445,Mariage,3298,7384,373,1762-02-17,85/162
4446,Mariage,3298,7390,328,1838-05-02,280/349
4447,Mariage,3285,7529,185,1769-01-10,204/257
4448,Mariage,3298,7558,85,1692-01-29,2/097
4449,Mariage,3283,7602,52,1852-06-20,197/358
4450,Mariage,3295,7625,52,1816-08-14,253/386
4451,Mariage,3298,7629,52,1696-01-31,39/133
4452,Mariage,3298,7667,52,1727-07-15,33/185
4453,Mariage,3294,7821,244,1822-02-02,212/248
4454,Mariage,3286,7918,264,1837-11-28,281/392
4455,Mariage,3289,8113,264,1765-02-18,30/235
4456,Mariage,3292,8222,52,1757-01-18,75/140
4457,Mariage,3298,8253,114,1842-01-11,337/480
4458,Mariage,3272,5278,261,1850-09-09,129/504
4459,Mariage,3273,7210,142,1883-11-13,3/005
4460,Mariage,3274,2079,87,1907-10-01,n/a
4461,Mariage,3275,7258,349,1865-11-14,52/072
4462,Mariage,3276,6498,39,1879-02-11,137/159
4463,Mariage,3277,5304,58,1828-06-16,153/503
4464,Mariage,3278,4403,255,1846-11-16,380/408
4465,Mariage,3279,5504,62,1873-05-27,100/122
4466,Mariage,3299,5999,261,1899-06-13,33/069
4467,Mariage,3301,4554,340,1688-06-30,3/082
4468,Mariage,3301,4904,163,1652-02-12,45/055
4469,Mariage,3301,5089,297,1704-09-09,74/151
4470,Mariage,3301,5848,85,1599-02-20,11/091
4471,Mariage,3300,7982,108,1761-09-03,35/152
4472,Mariage,3303,5864,332,1680-06-03,116/217
4473,Mariage,3304,5972,85,1638-01-20,29/049
4474,Mariage,3306,4567,52,1713-02-07,3/155
4475,Mariage,3305,8190,85,1610-08-02,4/049
4476,Mariage,3306,8223,52,1684-01-28,70/081
4477,Contrat de mariage,3307,6431,123,1640-09-30,34 à 38/149
4478,Mariage,3308,4098,359,1696-11-27,57/216
4479,Mariage,3309,7110,264,1691-01-24,93G/144
4480,Mariage,3310,8132,264,1654-02-11,13/018
4481,Mariage,3311,3701,31,1701-11-16,73/075
4482,Mariage,3312,6714,176,1838-11-28,n/a
4483,Mariage,3313,5051,355,1796-06-28,46/056
4484,Mariage,3314,7669,178,,54/144
4485,Contrat de mariage,3315,7229,140,1784-07-02,n/a
4486,Mariage,3316,4063,140,1702-02-01,10/091
4487,Contrat de mariage,3317,5437,140,1742-01-23,n/a
4488,Mariage,3321,4983,222,1736-01-01,n/a
4489,Mariage,3318,8097,5,1856-01-22,28/181
4490,Mariage,3320,5828,250,1772-02-12,247/407
4491,Mariage,3319,3697,310,1902-07-21,98/101
4492,Mariage,3322,7334,292,1772-09-01,206/324
4493,Mariage,3323,5973,64,1611-02-06,6/126
4494,Mariage,3324,5548,34,,20/027
4495,Mariage,3325,8135,224,1677-07-17,47/101
4496,Mariage,3326,5597,239,1795-02-04,n/a
4497,Mariage,3327,5474,238,,83/095
4498,Mariage,3330,7990,296,1719-05-19,n/a
4499,Mariage,3328,3881,64,1877-11-28,n/a
4500,Mariage,3329,3716,234,1809-01-19,157/297
4501,Mariage,3329,6081,234,1822-05-06,131/267
4502,Mariage,3331,4352,312,1850-04-23,109/164
4503,Mariage,3332,4784,312,1827-09-25,84/181
4504,Mariage,3335,6414,301,1696-03-06,71/089
4505,Mariage,3334,7101,362,1792-06-18,n/a
4506,Contrat de mariage,3335,7352,179,1783-07-02,245 et 246/874
4507,Mariage,3333,7351,358,1783-07-22,6/053
4508,Mariage,3336,3688,234,1781-09-04,16/090
4509,Mariage,3337,5854,230,1872-11-26,35/102
4510,Publication de mariage,3337,5854,230,1872-11-10,14/102
4511,Mariage,3348,5049,270,1686-06-12,n/a
4512,Mariage,3342,6278,246,1737-02-18,n/a
4513,Mariage,3344,6816,368,,n/a
4514,Mariage,3340,7346,246,1757-02-16,n/a
4515,Mariage,3347,7652,368,1758-11-27,n/a
4516,Mariage,3343,8059,212,1852-02-17,140/280
4517,Publication de mariage,3346,8187,230,1861-06-02,59/161
4518,Mariage,3341,8249,368,1679-01-31,n/a
4519,Mariage,3338,8186,230,1861-06-18,65/161
4520,Mariage,3339,4198,368,1755-10-13,n/a
4521,Mariage,3353,3808,270,1753-08-31,n/a
4522,Mariage,3352,7407,368,1686-01-30,n/a
4523,Mariage,3349,5853,230,1872-11-26,35/102
4524,Publication de mariage,3349,5853,230,1872-11-10,14/102
4525,Mariage,3350,5827,286,,n/a
4526,Mariage,3351,7329,281,1819-07-01,125/223
4527,Mariage,3354,4522,171,1882-02-07,76/111
4528,Mariage,3355,7266,167,1882-11-06,97/098
4529,Mariage,3357,3809,270,1756-06-02,n/a
4530,Mariage,3356,5327,270,1729-11-20,15/016
4531,Mariage,3363,3560,323,1766-05-14,n/a
4532,Mariage,3362,4264,167,1785-01-31,62/095
4533,Mariage,3366,5596,239,1807-06-06,n/a
4534,Contrat de mariage,3365,5595,171,1807-05-27,n/a
4535,Mariage,3366,5895,239,1814-06-21,n/a
4536,Mariage,3366,5937,246,1813-02-23,n/a
4537,Mariage,3360,7237,191,1813-04-14,65/216
4538,Mariage,3361,7345,246,1716-02-24,n/a
4539,Mariage,3364,8250,368,1752-06-21,n/a
4540,Mariage,3358,6208,123,1789-07-22,220/373
4541,Mariage,3359,7275,143,1899-06-12,64/074
4542,Mariage,3367,5029,368,1717-01-25,n/a
4543,Mariage,3368,4384,64,1834-08-20,n/a
4544,Mariage,3369,6197,368,1679-06-16,n/a
4545,Mariage,3370,7412,270,1707-09-26,n/a
4546,Mariage,3371,7103,291,1625-01-20,n/a
4547,Mariage,3372,3698,219,1775-05-16,n/a
4548,Mariage,3379,458,368,1685-02-23,n/a
4549,Mariage,3379,3848,186,1784-11-22,87
4550,Mariage,3379,3852,239,1814-02-16,n/a
4551,Publication de mariage,3376,3849,302,1814-01-02,30/314
4552,Mariage,3378,4419,186,1759-02-21,410/424
4553,Mariage,3374,4423,10,1697-02-11,n/a
4554,Mariage,3379,4709,172,1715-03-04,n/a
4555,Mariage,3377,5667,368,1786-10-18,n/a
4556,Mariage,3375,6022,368,1764-01-10,n/a
4557,Mariage,3379,6148,44,1748-02-21,n/a
4558,Mariage,3379,6169,84,1769-06-26,n/a
4559,Mariage,3373,6427,246,1796-11-08,12/018
4560,Contrat de mariage,3379,7344,179,1771-07-09,13 et 14/582
4561,Mariage,3382,4490,195,1751-11-16,46/048
4562,Mariage,3384,5296,270,1778-06-16,170/256
4563,Mariage,3383,5751,362,1783-03-03,3/076
4564,Mariage,3381,6312,312,1788-11-26,248/315
4565,Mariage,3385,7005,195,1760-01-08,131/166
4566,Mariage,3380,7981,167,1790-11-22,91/095
4567,Mariage,3386,4161,246,1703-01-19,n/a
4568,Mariage,3387,6707,23,1769-01-24,309/317
4569,Mariage,3388,6462,85,1852-02-22,133/278
4570,Mariage,3389,8114,238,1719-04-26,42/235
4571,Mariage,3390,3391,364,,53/070
4572,Mariage,3392,6940,272,1707-07-05,50/208
4573,Mariage,3393,5122,238,1702-02-25,143/187
4574,Mariage,3394,7612,72,1746-05-24,68/236
4575,Mariage,3395,4926,227,1755-02-10,142/212
4576,Mariage,3396,6966,6,1783-11-25,27/081
4577,Mariage,3397,8321,148,1686-10-08,107/129
4578,Mariage,3398,4041,66,1679-04-24,109/267
4579,Mariage,3398,4041,66,1679-04-24,112/267
4580,Mariage,3399,5731,260,1877-06-26,94/143
4581,Mariage,3400,6814,238,1706-11-24,40/097
4582,Mariage,3401,5202,291,1678-11-14,n/a
4583,Mariage,3402,7347,19,1846-11-23,91/394
4584,Mariage,3403,4181,143,1874-11-09,175/177
4585,Mariage,3404,3951,261,1789-07-21,91/159
4586,Mariage,3405,4922,143,1865-02-06,3/177
4587,Mariage,3406,4846,335,1639-01-10,17/033
4588,Mariage,3407,6320,335,1639-02-09,17/033
4589,Mariage,3407,7599,335,1639-02-07,17/033
4590,Mariage,3408,6318,335,1639-02-09,17/033
4591,Publication de mariage,3409,4413,41,1867-10-06,33/068
4592,Mariage,3409,6929,30,1839-08-27,221/500
4593,Mariage,3410,4527,238,1900-06-11,13/084
4594,Contrat de mariage,3411,6712,123,1581-12-23,490 et 491/501
4595,Mariage,3412,4432,370,1702-02-27,n/a
4596,Mariage,3413,6438,11,1672-06-30,115/154
4597,Mariage,3413,7965,11,1672-06-30,115/154
4598,Mariage,3414,5469,287,1731-01-19,12/254
4599,Mariage,3415,6666,287,1679-05-17,9/113
4600,Mariage,3415,7286,287,1674-11-14,9/113
4601,Mariage,3416,4494,287,1673-10-18,71/119
4602,Mariage,3417,7967,11,1672-06-30,115/154
4603,Mariage,3418,4119,27,1766-04-09,31/082
4604,Mariage,3419,3811,166,1749-02-17,184/205
4605,Mariage,3419,5993,166,1788-11-12,149/167
4606,Mariage,3419,8192,166,1781-11-27,26/167
4607,Mariage,3420,7458,166,1683-03-01,80/154
4608,Mariage,3420,7988,166,1711-01-28,16/122
4609,Mariage,3421,5111,166,1745-02-10,100/205
4610,Mariage,3422,3965,166,1752-06-24,48/120
4611,Mariage,3422,8262,166,1780-07-03,6/167
4612,Mariage,3423,8202,182,,174/236
4613,Publication de mariage,3423,8202,182,,166/236
4614,Mariage,3424,3696,370,1761-10-07,n/a
4615,Mariage,3425,6299,319,1867-01-07,64/171
4616,Mariage,3426,4018,30,1653-11-16,29/075
4617,Mariage,3426,4997,30,1648-01-22,21/075
4618,Mariage,3426,5140,30,1694-11-17,11/245
4619,Mariage,3427,4716,319,1875-01-13,85/160
4620,Mariage,3428,5948,30,1653-11-16,29/075
4621,Mariage,3428,7738,30,1641-04-15,5/075
4622,Mariage,3429,4970,319,1860-05-01,23/234
4623,Mariage,3429,5655,319,1829-12-03,91/415
4624,Publication de mariage,3431,6675,319,,n/a
4625,Mariage,3430,6685,319,,24/089
4626,Mariage,3432,6190,319,1736-04-17,51/099
4627,Mariage,3433,4099,308,1689-01-19,122/146
4628,Mariage,3434,6788,64,1662-02-17,2/003
4629,Contrat de mariage,3435,5569,155,1765-02-12,40 et 41/286
4630,Mariage,3436,5084,80,1713-10-02,189/393
4631,Mariage,3437,6576,10,1769-02-06,n/a
4632,Mariage,3438,8069,58,1672-09-08,59/064
4633,Contrat de mariage,3439,5048,123,1588-06-05,138 et 139/452
4634,Mariage,3440,8247,303,1688-02-03,3/014
4635,Mariage,3441,8310,195,1624-11-21,5/064
4636,Mariage,3442,7303,296,1693-01-21,n/a
4637,Mariage,3443,6294,10,1665-11-26,27/029
4638,Mariage,3444,5868,162,1901-02-13,35/050
4639,Mariage,3445,7310,296,1693-01-21,n/a
4640,Mariage,3446,6860,238,1879-01-15,3/165
4641,Mariage,3447,6490,303,1871-11-08,49/149
4642,Mariage,3448,7336,274,1908-10-26,n/a
4643,Mariage,3449,4958,285,1760-02-11,39/084
4644,Mariage,3450,6262,71,1826-02-03,142/233
4645,Mariage,3451,7636,89,1674-01-31,74/083
4646,Mariage,3452,3733,1,1672-06-29,58/560
4647,Mariage,3453,111,208,1783-06-20,n/a
4648,Mariage,3453,5347,373,,46/050
4649,Mariage,3453,7745,140,1741-02-01,17/066
4650,Mariage,3453,7917,140,1766-02-03,78/117
4651,Contrat de mariage,3453,7917,140,1766-02-03,n/a
4652,Contrat de mariage,3453,8163,140,1757-06-16,n/a
4653,Mariage,3453,8184,373,1757-07-13,21/162
4654,Mariage,3454,7816,373,1783-11-12,125/141
4655,Contrat de mariage,3454,7816,373,1783-11-12,n/a
4656,Mariage,3455,5846,178,1812-07-21,132/215
4657,Mariage,3456,4721,216,1816-05-08,260/302
4658,Mariage,3457,5456,155,,n/a
4659,Mariage,3458,6774,15,,42/052
4660,Mariage,3460,4070,218,1806-06-18,87/405
4661,Mariage,3461,4645,71,1813-11-05,143/268
4662,Contrat de mariage,3461,4812,140,1781-02-10,n/a
4663,Mariage,3461,4818,140,1744-04-27,59/066
4664,Mariage,3461,4847,247,1682-01-27,31/046
4665,Mariage,3461,5654,15,1781-10-24,n/a
4666,Contrat de mariage,3461,5725,155,,n/a
4667,Mariage,3461,5726,15,,52/060
4668,Mariage,3461,6529,256,1717-07-05,17/056
4669,Mariage,3461,7765,15,1828-08-25,n/a
4670,Mariage,3461,8183,303,1862-08-20,265/374
4671,Mariage,3459,4592,218,1829-01-19,274/321
4672,Mariage,3462,6715,365,1783-01-29,131/212
4673,Mariage,3465,3867,76,1745-01-13,23/037
4674,Mariage,3465,4275,140,1712-08-24,16/043
4675,Mariage,3465,4435,15,1788-01-30,n/a
4676,Mariage,3465,4866,158,1701-01-26,124/180
4677,Mariage,3465,5012,15,1766-02-05,n/a
4678,Mariage,3465,5498,213,1734-02-10,43/088
4679,Mariage,3465,5529,77,1720-01-17,32/115
4680,Mariage,3465,6353,54,1773-10-27,77/279
4681,Mariage,3464,6397,218,1813-11-24,46/500
4682,Mariage,3463,6480,118,1785-01-31,6/019
4683,Mariage,3465,6774,77,1764-02-13,81/089
4684,Mariage,3465,6836,356,1750-02-09,95/149
4685,Mariage,3465,6964,126,1774-06-21,n/a
4686,Mariage,3474,3966,273,1787-11-28,8/010
4687,Mariage,3471,3968,273,1685-11-27,84/126
4688,Mariage,3470,4065,331,1840-01-27,74/089
4689,Mariage,3475,4327,351,1743-02-13,255/334
4690,Contrat de mariage,3475,5198,123,1698-09-02,467 et 468/604
4691,Contrat de mariage,3475,5198,123,1698-08-23,463 et 464/604
4692,Mariage,3473,5500,213,1736-01-24,45/088
4693,Contrat de mariage,3472,5986,123,1696-09-26,403 et 404/575
4694,Contrat de mariage,3472,5986,123,1696-09-06,379 et 380/575
4695,Contrat de mariage,3472,5986,123,1696-09-26,403 et 404/575
4696,Promesse de mariage - fiançailles,3472,5986,123,1696-09-06,379 et 380/575
4697,Mariage,3475,5987,124,1696-10-01,045/099
4698,Mariage,3475,6646,89,1721-05-27,41/483
4699,Mariage,3475,6960,304,1736-10-23,81/236
4700,Contrat de mariage,3475,6960,304,1736-11-13,n/a
4701,Mariage,3475,7116,287,1734-06-21,34/254
4702,Mariage,3475,7255,207,1856-05-05,n/a
4703,Contrat de mariage,3475,7508,51,1787-06-05,83 et 84/495
4704,Mariage,3469,8032,351,1779-04-27,147/413
4705,Mariage,3475,8110,165,1801-05-26,75/086
4706,Mariage,3475,8110,144,1801-05-26,103/114
4707,Mariage,3468,8109,145,1801-05-26,74/086
4708,Mariage,3475,8137,123,1743-10-22,141/221
4709,Publication de mariage,3467,5955,218,1835-12-27,258/565
4710,Mariage,3466,6613,55,,92/108
4711,Mariage,3476,7324,155,1852-11-03,n/a
4712,Contrat de mariage,3477,6950,123,1647-01-27,38 et 39/373
4713,Mariage,3478,7830,303,1866-07-16,182/313
4714,Mariage,3481,4253,373,1744-02-05,27/137
4715,Mariage,3481,5576,140,1750-10-15,6/131
4716,Mariage,3481,6324,71,1808-01-02,35/268
4717,Mariage,3481,6373,275,1688-02-11,32/140
4718,Mariage,3481,6377,256,1722-09-15,30/056
4719,Contrat de mariage,3481,6408,140,1737-11-21,n/a
4720,Mariage,3481,7362,165,1800-02-07,59/086
4721,Mariage,3481,7362,144,1800-02-07,88/114
4722,Mariage,3480,7361,145,1800-02-07,59/086
4723,Mariage,3481,7362,140,,63/159
4724,Mariage,3481,7362,140,,32/159
4725,Contrat de mariage,3481,7403,140,,n/a
4726,Mariage,3479,7769,60,1771-10-20,14/063
4727,Mariage,3481,7820,113,1675-07-01,46/048
4728,Contrat de mariage,3482,7916,140,1769-01-18,n/a
4729,Mariage,3483,4112,304,1733-10-01,55/236
4730,Mariage,3483,4222,313,1666-08-09,15/049
4731,Mariage,3483,6650,206,1748-02-06,13/260
4732,Mariage,3483,8091,40,1672-07-04,15/022
4733,Contrat de mariage,3484,7828,123,1630-02-09,63 à 65/245
4734,Mariage,3485,4034,218,1700-01-26,75/127
4735,Contrat de mariage,3486,4411,123,1703-01-01,27/179
4736,Mariage,3487,5942,41,1850-05-26,143/297
4737,Mariage,3488,7818,207,1868-07-21,n/a
4738,Publication de mariage,3502,3780,218,1806-06-10,112/405
4739,Mariage,3504,3781,15,1806-07-01,n/a
4740,Mariage,3498,3931,123,1790-11-08,282/373
4741,Mariage,3504,3952,274,1792-02-15,4/017
4742,Mariage,3497,4078,123,1774-09-19,288/332
4743,Contrat de mariage,3504,4382,123,1588-01-12,5 et 6/451
4744,Mariage,3504,4393,216,1788-04-23,72/104
4745,Contrat de mariage,3504,4394,126,1728-01-01,n/a
4746,Mariage,3504,4399,287,1728-07-28,114/117
4747,Mariage,3504,4412,15,1703-02-07,67/141
4748,Mariage,3504,4474,184,1706-02-03,107/125
4749,Mariage,3504,4481,140,1741-11-06,25/066
4750,Contrat de mariage,3504,4481,140,1741-10-21,n/a
4751,Contrat de mariage,3501,4698,123,1618-02-19,173 et 174/415
4752,Mariage,3494,4786,218,1853-07-25,457/558
4753,Mariage,3504,4823,140,1705-02-12,37/091
4754,Mariage,3504,4889,80,1715-10-02,218/393
4755,Mariage,3504,5166,15,1787-10-17,n/a
4756,Mariage,3504,5498,213,1734-02-10,43/088
4757,Contrat de mariage,3504,5720,218,1779-05-04,n/a
4758,Mariage,3504,5842,15,1670-06-30,7/222
4759,Mariage,3504,5913,15,1779-05-04,n/a
4760,Mariage,3504,6008,218,1790-11-03,100/124
4761,Mariage,3504,6216,373,1778-11-18,28/141
4762,Contrat de mariage,3504,6216,373,1778-11-17,n/a
4763,Mariage,3504,6307,71,1743-02-25,3/007
4764,Mariage,3492,6398,339,1812-11-25,126/207
4765,Mariage,3504,6409,140,1737-11-12,61/089
4766,Mariage,3503,6415,155,1843-01-25,n/a
4767,Mariage,3493,6453,339,1810-07-30,96/207
4768,Contrat de mariage,3504,6579,158,1707-05-05,167 et 168/326
4769,Mariage,3504,6580,51,1707-05-23,32/172
4770,Mariage,3496,6657,123,1766-02-10,8/208
4771,Mariage,3504,6938,287,1714-02-12,52/117
4772,Mariage,3500,7060,184,1747-11-27,6/164
4773,Mariage,3499,7383,155,1808-10-19,n/a
4774,Mariage,3504,7589,149,1660-07-19,23/032
4775,Contrat de mariage,3504,7794,51,1766-07-16,225 et 226/304
4776,Mariage,3495,7796,273,1766-08-27,30/051
4777,Mariage,3504,7925,69,1704-10-02,11/016
4778,Mariage,3489,5366,218,1787-05-23,53/124
4779,Mariage,3490,7687,218,1845-11-26,359/446
4780,Publication de mariage,3491,4373,218,1871-06-18,8/109
4781,Mariage,3508,3890,60,1773-10-20,20&21/063
4782,Mariage,3510,4111,299,1684-10-25,100/159
4783,Mariage,3506,4110,273,1683-10-20,68/126
4784,Mariage,3510,5570,299,1683-10-11,88/159
4785,Mariage,3507,5826,373,1782-08-07,104/141
4786,Mariage,3509,7066,158,1762-06-22,85/140
4787,Mariage,3505,7909,351,1766-11-19,208/251
4788,Mariage,3512,7872,140,1719-05-23,15/050
4789,Mariage,3512,7882,140,1702-02-27,13/091
4790,Mariage,3513,3799,113,1868-10-07,154/214
4791,Mariage,3514,4962,144,1629-02-25,3/003
4792,Mariage,3515,5372,179,1880-08-23,91/109
4793,Mariage,3516,4245,374,1753-07-16,6&7/161
4794,Contrat de mariage,3517,7770,218,1771-10-21,n/a
4795,Contrat de mariage,3518,4111,158,1684-10-08,284 et 285/302
4796,Mariage,3519,8023,309,1911-10-23,4/006
4797,Mariage,3521,742,225,1789-06-10,35/046
4798,Contrat de mariage,3520,5945,123,1671-01-06,7 et 8/532
4799,Mariage,3522,6195,160,1725-05-30,78/092
4800,Mariage,3523,4736,299,1821-05-07,n/a
4801,Mariage,3523,6653,289,1751-02-17,134/184
4802,Mariage,3524,3770,122,1684-10-10,9/214
4803,Mariage,3524,5583,118,1833-09-24,n/a
4804,Mariage,3525,3759,123,,n/a
4805,Mariage,3526,6524,324,1720-02-07,53/058
4806,Mariage,3527,3753,144,,72/084
4807,Mariage,3527,4722,144,1771-10-29,127/315
4808,Mariage,3527,5434,144,1769-01-25,105/315
4809,Mariage,3527,6914,144,,89/276
4810,Mariage,3529,5653,223,1864-04-20,n/a
4811,Mariage,3528,8127,354,1837-10-17,50/303
4812,Mariage,3530,7707,213,1625-01-20,52/156
4813,Mariage,3531,3714,324,1757-01-25,33/042
4814,Mariage,3532,3822,256,1792-10-23,5/007
4815,Mariage,3532,6479,324,1767-11-04,15/027
4816,Mariage,3533,4233,324,1763-02-01,3/011
4817,Mariage,3533,4398,144,1689-11-07,65/073
4818,Mariage,3533,5458,144,1727-05-26,23/050
4819,Mariage,3534,4607,213,1626-02-16,52/156
4820,Mariage,3535,3875,223,1750-02-03,60/067
4821,Mariage,3535,5720,223,1769-01-20,45/056
4822,Mariage,3535,6523,223,1740-02-17,7/067
4823,Mariage,3536,3725,30,1785-11-23,72/074
4824,Mariage,3537,4735,144,1846-11-11,94/354
4825,Publication de mariage,3539,6668,144,1855-05-20,50/194
4826,Mariage,3538,6667,324,1855-06-05,n/a
4827,Mariage,3540,5015,144,1888-11-21,27/099
4828,Mariage,3541,3668,344,1883-11-19,4/006
4829,Mariage,3542,4717,223,1885-10-14,n/a
4830,Mariage,3545,3550,144,1834-06-11,38/321
4831,Publication de mariage,3548,3553,144,1855-04-08,49/194
4832,Mariage,3543,3554,344,1855-04-24,17/226
4833,Mariage,3544,3713,324,1845-11-26,143/355
4834,Mariage,3549,5718,354,,18/033
4835,Mariage,3546,5756,170,1869-06-30,n/a
4836,Mariage,3547,6811,256,1848-06-28,112/236
4837,Mariage,3551,8200,256,1897-07-07,71/113
4838,Publication de mariage,3552,5299,144,1815-10-08,n/a
4839,Mariage,3552,5300,344,1815-10-18,75/452
4840,Mariage,3586,4833,268,1785-01-18,168/283
4841,Mariage,3586,5016,258,1757-11-23,n/a
4842,Mariage,3582,5096,309,1762-02-03,8/065
4843,Mariage,3586,5179,337,1776-02-19,2/114
4844,Mariage,3578,5565,276,1832-10-24,333/356
4845,Mariage,3577,5672,98,1731-01-01,136/197
4846,Mariage,3571,5735,250,,87/114
4847,Mariage,3582,6029,309,1746-02-01,132/137
4848,Mariage,3586,6034,5,1807-06-15,32/417
4849,Mariage,3586,6138,232,1630-01-20,n/a
4850,Mariage,3584,6194,98,1688-02-24,25/093
4851,Mariage,3586,6423,24,,57/081
4852,Mariage,3586,6617,326,1760-06-25,84/157
4853,Mariage,3580,6779,98,1670-02-13,n/a
4854,Mariage,3586,7022,258,,34/086
4855,Mariage,3586,7029,350,,111/131
4856,Mariage,3581,7031,195,,73/120
4857,Publication de mariage,3573,7036,276,,4/005
4858,Mariage,3576,7047,232,1749-01-29,n/a
4859,Mariage,3586,7109,188,1782-11-20,39/179
4860,Mariage,3586,7379,102,1845-05-21,50/328
4861,Mariage,3586,7465,290,1854-02-07,409/425
4862,Mariage,3586,7532,193,1810-02-21,128/267
4863,Mariage,3586,7702,137,1766-02-11,48 et 54/093
4864,Mariage,3575,7737,283,1827-11-06,141/182
4865,Mariage,3572,7894,244,1767-11-06,320/348
4866,Mariage,3572,7893,244,1767-05-21,320/348
4867,Publication de mariage,3572,7893,244,1767-04-21,318/348
4868,Mariage,3586,7953,259,1816-01-27,286/333
4869,Mariage,3585,8016,98,1709-07-24,25/035
4870,Mariage,3574,8053,70,1844-06-18,43/370
4871,Mariage,3579,8105,98,1727-02-18,98/197
4872,Mariage,3583,8157,208,,8/045
4873,Mariage,3586,8258,98,1774-10-23,n/a
4874,Mariage,3564,7225,290,1867-09-17,60/132
4875,Mariage,3565,6265,332,1873-05-07,24/100
4876,Mariage,3566,4618,276,1864-10-18,47/076
4877,Mariage,3567,5691,325,1780-04-04,135/179
4878,Mariage,3569,5978,129,1816-05-29,377/477
4879,Mariage,3568,6274,64,1831-11-23,298/581
4880,Mariage,3570,6979,238,1879-07-05,19/165
4881,Mariage,3588,3861,98,1706-06-28,4/010
4882,Mariage,3587,4242,98,1768-06-27,n/a
4883,Mariage,3588,4777,98,1742-07-31,21/161
4884,Mariage,3588,8084,98,1734-10-12,169/197
4885,Mariage,3588,8098,98,1741-07-03,12/161
4886,Mariage,3590,7746,373,1785-01-24,4/128
4887,Contrat de mariage,3590,7746,373,1785-01-23,n/a
4888,Mariage,3592,6303,127,1685-05-07,n/a
4889,Mariage,3591,7548,337,1726-01-09,2/147
4890,Mariage,3593,6411,18,1850-09-09,383/583
4891,Mariage,3601,5470,283,1787-02-14,29/047
4892,Mariage,3603,5549,232,1663-07-08,n/a
4893,Mariage,3600,5618,200,1694-11-28,67/067
4894,Mariage,3599,5673,98,1664-06-30,n/a
4895,Mariage,3603,6148,211,1797-02-21,n/a
4896,Mariage,3598,6203,232,1693-01-21,7/207
4897,Mariage,3603,6253,297,1766-01-14,60/113
4898,Mariage,3602,7078,283,1698-01-22,116/122
4899,Mariage,3603,7386,238,1679-11-27,152/174
4900,Mariage,3604,6930,148,1893-11-21,74/122
4901,Mariage,3608,6328,337,1810-10-29,n/a
4902,Mariage,3608,6799,168,1728-01-05,61/134
4903,Mariage,3607,7409,35,1810-02-23,n/a
4904,Mariage,3606,7600,35,1770-02-13,n/a
4905,Mariage,3605,4482,35,1844-05-26,n/a
4906,Mariage,3610,4324,326,1829-11-25,167/243
4907,Mariage,3611,6204,311,1693-06-03,5/019
4908,Mariage,3611,6481,326,1800-01-01,10/020
4909,Mariage,3611,6481,326,,12/097
4910,Mariage,3611,7928,232,1679-06-20,n/a
4911,Mariage,3609,4693,373,1761-06-15,75/162
4912,Contrat de mariage,3609,4693,140,1761-06-03,n/a
4913,Mariage,3609,6285,373,1785-01-24,4/128
4914,Mariage,3612,4506,85,1620-03-02,14/049
4915,Mariage,3612,4524,85,1625-07-20,18/049
4916,Mariage,3615,3806,310,1842-06-12,32/394
4917,Mariage,3613,6335,117,1900-11-14,6/016
4918,Mariage,3614,7484,250,1874-11-10,53/147
4919,Mariage,3616,7224,330,1871-07-03,23/132
4920,Mariage,3617,6062,259,1729-02-28,202/318
4921,Mariage,3619,7783,162,1735-07-05,94/140
