Identifiant d’acte,Type d’acte,Id Personne A,Id Personne B,Commune,Date,Num Vue
3917,Mariage,2912,6232,197,1780-02-01,3/011
3918,Mariage,2911,7685,293,1780-02-07,55/195
3919,Mariage,2913,7950,160,1809-01-11,289/341
3920,Mariage,2915,7356,138,1895-07-03,98/111
3921,Mariage,2924,2914,8,1772-01-07,31/158
3922,Contrat de mariage,2925,3899,162,1791-07-25,199 à 202/487
3923,Mariage,2925,3918,138,1694-08-17,4/061
3924,Mariage,2925,6051,162,1869-04-14,69/147
3925,Mariage,2922,6941,250,1818-07-15,363/384
3926,Mariage,2923,7481,364,1767-03-02,97/223
3927,Mariage,2925,7780,162,1857-10-13,294/447
3928,Mariage,2916,5767,162,1831-08-23,400/417
3929,Mariage,2918,3905,284,1850-02-06,470/584
3930,Mariage,2917,6537,146,1894-08-22,71/101
3931,Mariage,2919,4511,328,1878-05-22,77/121
3932,Mariage,2920,5696,162,1883-07-16,18/032
3933,Mariage,2921,3898,254,1791-07-26,203/216
3934,Mariage,2926,5331,154,1884-11-12,4/088
3935,Mariage,2927,6540,81,1675-07-31,44/047
3936,Mariage,2928,7495,162,1890-06-30,71/122
3937,Mariage,2929,3675,238,1631-01-27,3/211
3938,Mariage,2932,7341,284,1886-01-13,14/055
3939,Mariage,2930,7683,284,1901-04-17,53/065
3940,Mariage,2931,5617,162,1899-07-06,40/057
3941,Mariage,2933,5116,205,1884-07-02,5/136
3942,Mariage,2939,3909,250,1791-07-04,246/254
3943,Mariage,2937,4293,355,1812-10-21,81/357
3944,Mariage,2940,4960,335,1822-01-16,248/421
3945,Mariage,2940,5651,272,1678-08-29,77/102
3946,Mariage,2940,6118,148,1777-05-27,103/184
3947,Mariage,2940,6164,272,1691-02-14,16/031
3948,Mariage,2940,6212,152,1740-02-16,23/362
3949,Mariage,2941,6619,328,1839-11-20,316/349
3950,Mariage,2938,6713,48,1839-11-06,96/391
3951,Mariage,2940,7658,148,1726-02-12,23/085
3952,Mariage,2940,7743,272,1748-02-13,35/188
3953,Mariage,2934,6628,192,1873-06-18,21/075
3954,Mariage,2935,7452,329,1831-10-18,336/366
3955,Mariage,2936,5801,160,1875-02-08,48/120
3956,Mariage,2942,7523,192,1891-06-30,55/098
3957,Mariage,2943,6519,238,1685-10-31,114/145
3958,Mariage,2944,7692,146,1761-07-21,17/100
3959,Mariage,2945,6376,138,1891-04-29,64/111
3960,Mariage,2946,5100,329,1684-08-28,8/014
3961,Mariage,2946,8263,329,1711-07-01,66/167
3962,Mariage,2947,6500,329,1702-06-21,58/083
3963,Mariage,2948,7463,47,1715-02-05,99/125
3964,Mariage,2949,5815,97,,n/a
3965,Mariage,2955,3695,154,1782-07-23,222/268
3966,Mariage,2956,3858,364,1773-02-22,160/223
3967,Mariage,2961,3902,293,1706-02-03,21/150
3968,Mariage,2961,3918,138,1694-08-17,4/061
3969,Mariage,2961,4457,98,1674-07-16,9/098
3970,Mariage,2961,4879,272,1711-10-13,142/208
3971,Mariage,2961,4978,81,,22/371
3972,Mariage,2960,5242,309,1787-02-07,50/084
3973,Mariage,2957,5625,138,1774-11-08,133/304
3974,Mariage,2961,5784,160,1766-05-28,44/264
3975,Mariage,2961,6166,272,1682-07-08,24/051
3976,Mariage,2961,6456,138,,97/170
3977,Mariage,2958,6727,205,1757-02-21,91/193
3978,Mariage,2959,7381,98,1649-01-01,n/a
3979,Mariage,2961,7395,293,1683-07-13,29/080
3980,Mariage,2961,7613,192,1832-07-03,160/308
3981,Mariage,2950,4745,284,1894-06-13,10/065
3982,Mariage,2951,7542,98,,n/a
3983,Mariage,2952,4616,48,1833-01-29,396/433
3984,Mariage,2954,4940,238,,65/149
3985,Mariage,2953,5589,205,1829-06-03,385/418
3986,Mariage,2987,2305,238,1707-03-02,51/097
3987,Mariage,2982,3686,338,1818-01-21,39/227
3988,Mariage,2987,3987,81,1758-02-06,94/127
3989,Mariage,2977,4090,364,,19/298
3990,Mariage,2987,4144,160,1754-06-26,42/106
3991,Mariage,2987,4486,272,1765-02-05,215/230
3992,Mariage,2976,5045,205,1719-02-14,154/326
3993,Mariage,2979,5078,86,1742-04-13,7/070
3994,Mariage,2987,5250,272,1732-02-05,225/340
3995,Mariage,2987,5380,168,1854-06-13,420/445
3996,Mariage,2987,5531,238,1695-05-31,24/083
3997,Mariage,2987,5624,329,1700-01-13,41/083
3998,Mariage,2981,5869,326,1830-02-10,178/243
3999,Mariage,2980,6031,98,1766-02-10,n/a
4000,Mariage,2984,6215,100,1841-11-24,n/a
4001,Mariage,2978,6780,360,1774-11-15,29/178
4002,Mariage,2973,6870,364,1769-07-11,118/223
4003,Mariage,2987,6872,81,1738-11-18,15/110
4004,Mariage,2985,6882,219,1757-01-26,n/a
4005,Mariage,2983,7037,117,1786-02-20,65/101
4006,Mariage,2987,7038,164,1856-11-05,47/196
4007,Mariage,2987,7291,272,1777-02-10,31/123
4008,Mariage,2987,7367,16,1683-07-27,35/050
4009,Mariage,2987,7394,272,1698-09-15,89/110
4010,Mariage,2987,7450,238,1668-04-10,130/166
4011,Mariage,2975,7584,14,1759-10-02,18/112
4012,Mariage,2987,7815,38,1861-01-16,38/091
4013,Mariage,2987,7835,86,1690-10-24,91/107
4014,Mariage,2987,7947,102,1788-01-22,136/166
4015,Mariage,2974,7954,187,,90/132
4016,Publication de mariage,2974,7955,364,,49/070
4017,Mariage,2986,8175,98,1781-01-30,181/260
4018,Mariage,2963,5947,220,1878-02-05,50/082
4019,Mariage,2962,6730,272,1866-05-15,164/219
4020,Mariage,2964,6835,48,1876-07-04,38/066
4021,Mariage,2965,7948,335,1847-06-29,432/590
4022,Mariage,2966,7157,48,1836-11-23,37/391
4023,Mariage,2968,6570,328,1874-11-25,40/121
4024,Mariage,2967,5177,260,1889-10-01,62/193
4025,Mariage,2970,6834,293,1861-09-11,36/084
4026,Mariage,2971,7368,350,1846-01-20,203/300
4027,Mariage,2969,8191,334,1866-05-15,47/062
4028,Mariage,2972,3687,338,1850-01-29,319/427
4029,Mariage,2988,3911,154,1891-07-07,40/088
4030,Mariage,2989,5522,160,1793-12-03,22 et 23/121
4031,Mariage,2996,3889,38,1868-11-25,86/091
4032,Mariage,2994,5462,38,1850-05-01,98/254
4033,Mariage,2993,5922,197,,11/053
4034,Mariage,2997,6620,328,1847-11-17,179/364
4035,Mariage,2995,7651,70,,20/082
4036,Mariage,2995,7690,70,1789-06-30,190/228
4037,Mariage,2997,7943,259,1727-01-29,176/318
4038,Mariage,2990,4056,38,1903-02-11,3/016
4039,Mariage,2991,3009,250,1819-01-20,3/403
4040,Mariage,2992,7485,138,1878-05-07,72/113
4041,Mariage,2999,5550,38,1866-07-03,71/091
4042,Mariage,2998,8123,38,1902-07-16,18/022
4043,Mariage,3003,4375,14,1767-02-24,83/112
4044,Mariage,3008,4386,148,1725-07-04,20/085
4045,Mariage,3005,5042,205,,121/365
4046,Mariage,3007,5538,146,1825-01-26,269/402
4047,Mariage,3006,5556,61,1779-02-09,105/144
4048,Mariage,3004,5626,329,1693-01-28,160 et 168/174
4049,Mariage,3008,6359,238,1719-05-02,42/235
4050,Mariage,3008,7813,329,1702-06-21,58/083
4051,Mariage,3005,8102,205,1809-04-19,341/400
4052,Mariage,3000,6728,196,1905-11-07,38/042
4053,Mariage,3000,7292,192,1865-05-10,99/181
4054,Mariage,3001,4813,272,1873-07-23,63/186
4055,Mariage,3002,3762,113,1882-10-18,33/035
4056,Mariage,3010,6973,14,1752-01-19,76/121
4057,Mariage,3010,6973,14,1752-01-19,15/044
4058,Mariage,3011,7681,146,1712-07-11,70/118
4059,Mariage,3012,6696,349,1757-05-24,144/254
4060,Mariage,3014,6113,86,1657-02-08,10/035
4061,Mariage,3027,4083,250,1783-08-12,87/254
4062,Mariage,3029,4453,329,1689-02-14,144/174
4063,Mariage,3029,4837,306,1789-05-13,95/102
4064,Mariage,3018,4917,100,1854-07-25,n/a
4065,Mariage,3029,5199,272,1689-07-06,27/043
4066,Mariage,3028,5901,205,1695-11-23,242/387
4067,Mariage,3029,6126,272,1673-07-21,66/067
4068,Mariage,3023,6168,364,1757-07-20,40/223
4069,Mariage,3029,6599,219,1740-02-23,n/a
4070,Mariage,3019,6716,14,1748-06-26,86/089
4071,Mariage,3025,6729,332,1807-07-01,53/089
4072,Mariage,3022,6886,64,1685-08-13,100/152
4073,Mariage,3020,6975,196,1753-06-19,22/037
4074,Mariage,3021,7380,98,1649-01-01,n/a
4075,Mariage,3024,7486,70,1829-05-29,74/087
4076,Mariage,3029,7514,335,1852-02-18,255/431
4077,Publication de mariage,3029,7514,278,1852-02-08,224/262
4078,Mariage,3029,7570,38,1868-02-12,80/091
4079,Mariage,3029,7846,38,1836-05-17,20/094
4080,Mariage,3026,7958,309,1755-02-04,34/076
4081,Mariage,3029,8018,303,1857-11-23,199/295
4082,Mariage,3029,8252,272,1680-11-29,2/051
4083,Mariage,3015,6082,146,1854-11-08,376/382
4084,Mariage,3016,4815,72,1848-06-20,187/305
4085,Mariage,3017,7836,85,1864-06-21,91/142
4086,Mariage,3030,4883,164,1908-10-19,n/a
4087,Mariage,3013,7295,43,1788-02-04,299/313
4088,Mariage,3032,4714,272,1727-08-04,105/340
4089,Mariage,3032,5856,272,1692-06-03,6/110
4090,Mariage,3032,6660,98,1701-09-20,23/059
4091,Mariage,3031,6871,305,1751-07-30,122/128
4092,Mariage,3032,7156,272,1769-02-06,63/216
4093,Mariage,3033,4046,138,1860-07-02,135/220
4094,Mariage,3033,4915,138,1854-07-04,469/485
4095,Mariage,3034,5702,219,1765-11-26,n/a
4096,Mariage,3035,7942,238,1640-07-02,101/211
4097,Mariage,3036,4147,284,1877-04-18,45/087
4098,Mariage,3037,4452,238,1664-02-10,114/166
4099,Mariage,3038,6830,61,1849-02-07,208/255
4100,Mariage,3039,4683,272,1711-01-12,122/208
4101,Mariage,3039,4724,272,1682-08-12,27/051
4102,Mariage,3039,7171,350,1708-11-27,14/027
4103,Mariage,2907,4578,267,,n/a
4104,Mariage,2908,7392,220,1755-05-13,249/257
4105,Mariage,3041,3707,45,1777-11-25,156/304
4106,Mariage,3040,6465,45,1775-07-11,138/304
4107,Mariage,3042,4946,306,1752-02-05,99/127
4108,Mariage,3042,5080,306,1759-06-26,118/127
4109,Mariage,3043,7722,82,1764-07-16,21/155
4110,Mariage,3044,7633,199,1653-06-25,60/176
4111,Mariage,3045,6798,93,1781-01-30,n/a
4112,Mariage,3046,5554,86,1704-11-06,7/060
4113,Mariage,3047,5482,86,1791-06-27,8/066
4114,Mariage,3048,6364,64,1873-05-07,n/a
4115,Mariage,3049,4454,100,1889-02-27,n/a
4116,Mariage,3050,6963,100,1842-01-31,n/a
4117,Mariage,3052,5475,250,1756-02-25,276/345
4118,Mariage,3051,8178,250,1738-02-01,12/345
4119,Mariage,3053,6829,100,1889-02-27,n/a
4120,Mariage,3054,3977,64,1838-06-20,n/a
4121,Mariage,3055,6210,64,1878-11-20,n/a
4122,Mariage,3056,6155,64,1871-05-03,n/a
4123,Mariage,3057,7086,64,1885-05-06,n/a
4124,Mariage,3058,6763,64,1859-08-01,n/a
4125,Mariage,3064,4446,45,1832-10-17,364/492
4126,Mariage,3063,6362,309,1781-02-21,4/084
4127,Mariage,3062,8100,309,1744-02-17,123/137
4128,Mariage,3059,5785,343,,21/100
4129,Mariage,3060,5786,26,1797-05-22,17/048
4130,Mariage,3061,6705,205,1875-11-10,75/159
4131,Mariage,3067,4811,309,,30/040
4132,Publication de mariage,3066,4942,74,,n/a
4133,Publication de mariage,3066,4942,74,,n/a
4134,Mariage,3066,4943,74,,n/a
4135,Mariage,3065,4668,343,1853-04-26,249/359
4136,Mariage,3068,8208,64,1828-02-13,n/a
4137,Mariage,3069,7752,64,1858-06-09,n/a
4138,Mariage,3070,4044,64,1850-09-16,n/a
4139,Mariage,3071,3850,343,1849-05-20,378/434
4140,Mariage,3072,3921,64,1879-07-16,n/a
4141,Mariage,3078,4084,250,1775-02-01,300/407
4142,Mariage,3077,4390,64,1784-10-26,182/211
4143,Mariage,3080,4907,64,1765-05-28,180/197
4144,Mariage,3079,8143,64,1739-06-01,52/119
4145,Mariage,3081,8166,64,1787-02-19,42/225
4146,Mariage,3073,6831,100,1839-01-09,n/a
4147,Mariage,3075,7082,64,1813-03-04,n/a
4148,Mariage,3076,7944,343,1824-11-15,226/542
4149,Mariage,3074,3851,64,1839-07-03,n/a
4150,Mariage,3082,7369,64,1868-01-29,n/a
4151,Mariage,3083,7191,100,,59/286
4152,Mariage,3084,3885,259,1812-07-09,25/333
4153,Mariage,3085,7083,64,1813-03-04,n/a
4154,Mariage,3086,5566,14,1861-06-19,39/093
4155,Mariage,3087,4314,343,1789-07-13,34/084
4156,Mariage,3090,6134,44,1790-08-11,11/036
4157,Mariage,3089,6923,44,1777-11-18,83/115
4158,Mariage,3088,6575,88,1739-02-27,n/a
4159,Mariage,3091,4734,173,1776-06-25,35/164
4160,Mariage,3092,6878,173,1714-06-12,95/146
4161,Publication de mariage,3093,4122,184,1819-04-25,n/a
4162,Mariage,3094,7527,129,1909-11-23,14/016
4163,Mariage,3095,4171,127,1782-07-29,n/a
4164,Mariage,3096,7183,209,1734-03-02,n/a
4165,Mariage,3097,5248,310,1903-07-31,5/032
4166,Mariage,3098,6768,43,,19/026
4167,Mariage,3099,4204,182,1723-08-23,375/452
4168,Mariage,3100,7765,251,,32/075
4169,Mariage,3101,4487,50,1689-02-22,35/063
4170,Mariage,3102,6432,123,1640-11-05,75/113
4171,Mariage,3103,5722,47,1894-05-29,126/187
4172,Mariage,3106,6636,255,1838-11-26,30/157
4173,Mariage,3104,5336,142,1872-11-19,71/119
4174,Mariage,3105,7601,185,1882-07-03,140/143
4175,Mariage,3109,3784,52,1696-02-07,40/133
4176,Mariage,3109,5266,52,1703-02-06,3/167
4177,Mariage,3108,5517,241,1718-10-12,38/253
4178,Mariage,3107,5638,241,1723-06-30,66/253
4179,Mariage,3109,6629,52,1726-01-22,11/185
4180,Mariage,3109,7248,64,1746-10-19,76/133
4181,Mariage,3115,4360,52,1665-08-20,2/016
4182,Mariage,3115,4684,64,1643-07-23,115/126
4183,Mariage,3111,5284,303,1734-05-17,38/103
4184,Mariage,3114,5823,85,1638-02-11,29/049
4185,Mariage,3112,8171,155,1742-12-24,n/a
4186,Contrat de mariage,3113,8172,155,1743-01-29,5 et 6/226
4187,Mariage,3116,5339,52,1891-04-07,83/173
4188,Mariage,3117,5425,182,1875-06-08,99/179
4189,Mariage,3122,4945,106,1790-06-01,117/129
4190,Contrat de mariage,3122,4945,162,1790-05-15,47 et 48/363
4191,Mariage,3122,6420,45,1831-06-01,283/492
4192,Mariage,3121,7309,87,1729-02-28,161/243
4193,Mariage,3120,7453,4,1811-02-22,87/188
4194,Mariage,3122,8230,50,1763-07-04,12/128
4195,Mariage,3118,7611,185,1863-10-13,44/143
4196,Mariage,3119,6545,241,1816-02-13,257/311
4197,Mariage,3119,7147,87,1837-01-24,98/354
4198,Mariage,3119,7299,241,,18/028
4199,Mariage,3123,3730,155,1914-02-03,n/a
4200,Mariage,3124,4855,168,1788-07-29,245/259
4201,Mariage,3125,4091,204,1904-05-31,28/035
4202,Mariage,3126,4531,52,1762-02-16,150/164
4203,Mariage,3127,3816,238,1857-11-25,45/223
4204,Mariage,3137,3744,37,1811-07-05,66/348
4205,Mariage,3142,3796,330,1642-06-12,41/044
4206,Mariage,3144,4158,116,1741-06-13,103/370
4207,Mariage,3133,4241,85,1810-02-02,357/388
4208,Mariage,3143,4361,241,1788-01-16,211/249
4209,Mariage,3136,4397,155,1703-05-02,102/130
4210,Mariage,3137,4727,262,1828-06-17,307/407
4211,Mariage,3132,4765,52,1769-01-24,107/196
4212,Mariage,3136,4851,58,1702-01-23,38/192
4213,Contrat de mariage,3144,4851,58,1701-12-18,54 et 55/736
4214,Mariage,3136,5008,85,1727-07-01,161/201
4215,Mariage,3135,5398,52,1806-02-12,71/444
4216,Mariage,3139,5497,155,1749-02-11,n/a
4217,Contrat de mariage,3141,5497,155,1749-01-18,n/a
4218,Mariage,3138,5560,52,1774-05-21,176/196
4219,Mariage,3140,5568,155,1765-02-12,n/a
4220,Mariage,3134,6911,139,1783-01-22,2/071
4221,Mariage,3144,6947,327,1827-01-22,n/a
4222,Mariage,3144,6948,327,1842-11-23,n/a
4223,Mariage,3144,7566,327,1843-03-10,n/a
4224,Mariage,3144,7672,4,1827-02-13,191/218
4225,Mariage,3144,7952,175,1752-07-18,90/275
4226,Mariage,3144,8278,144,1710-10-18,102/148
4227,Mariage,3128,6596,330,1873-09-03,46/132
4228,Mariage,3129,8176,45,1841-06-29,509/543
4229,Mariage,3130,4124,52,1841-06-27,262/530
4230,Mariage,3131,4510,67,1864-05-10,92/148
4231,Mariage,3145,8243,195,1698-11-17,191/200
4232,Mariage,3146,4470,52,1671-02-03,10/016
4233,Mariage,3147,5959,120,1899-05-17,5/013
4234,Mariage,3148,3936,64,1698-07-03,47/095
4235,Mariage,3170,1526,241,1695-11-08,156/175
4236,Mariage,3161,3706,175,1756-02-24,111/275
4237,Mariage,3170,3775,70,1628-05-10,3/008
4238,Mariage,3159,3786,52,1753-02-13,3/140
4239,Mariage,3165,3972,52,1758-01-31,93/140
4240,Mariage,3170,4086,175,1762-02-15,153/275
4241,Mariage,3151,4223,303,1735-07-03,51/103
4242,Mariage,3150,4766,52,1769-01-24,107/196
4243,Mariage,3152,4825,58,,42/080
4244,Mariage,3170,4993,155,1718-10-05,39/086
4245,Mariage,3156,5269,52,1756-02-24,59/140
4246,Mariage,3157,5272,52,,143/171
4247,Mariage,3158,5337,106,1743-09-17,37/151
4248,Mariage,3169,5740,85,1700-09-28,94/097
4249,Mariage,3155,5852,52,1831-02-09,153/506
4250,Mariage,3163,5893,175,1768-07-05,197/275
4251,Mariage,3170,5923,241,1700-08-09,50/171
4252,Mariage,3170,6137,255,1789-01-27,278/287
4253,Mariage,3168,6282,52,1683-02-23,56/081
4254,Mariage,3154,6333,85,1774-05-31,115/145
4255,Contrat de mariage,3162,6527,155,1764-10-07,252 et 253/352
4256,Mariage,3162,6528,155,1764-05-02,n/a
4257,Mariage,3170,6565,29,1854-07-04,336/349
4258,Mariage,3170,6606,349,1746-07-05,58/254
4259,Mariage,3153,7141,52,1672-02-22,11/016
4260,Mariage,3170,7146,42,,57/112
4261,Mariage,3160,7300,229,1767-02-10,77/138
4262,Mariage,3170,7470,190,1827-01-03,215/330
4263,Mariage,3170,7472,303,1650-08-23,12/018
4264,Mariage,3164,7575,35,1775-08-22,n/a
4265,Mariage,3170,7825,35,1780-04-18,n/a
4266,Mariage,3170,8067,219,1798-02-06,20/042
4267,Mariage,3162,8188,155,1781-06-20,n/a
4268,Mariage,3170,8225,52,1684-01-28,70/081
4269,Mariage,3170,8226,52,1704-02-04,19/167
4270,Mariage,3166,8242,349,1824-02-17,49/364
4271,Mariage,3170,8244,195,1694-02-08,131/200
4272,Mariage,3167,8316,229,1779-02-10,135/138
4273,Mariage,3149,4029,229,1812-09-30,31/148
4274,Mariage,3204,1525,262,1765-01-15,45/219
4275,Mariage,3202,3302,52,1726-02-05,11/185
4276,Mariage,3216,3597,373,1703-06-12,46/100
4277,Mariage,3197,3777,155,1734-11-24,24/079
4278,Contrat de mariage,3198,3776,155,1734-11-25,185 et 186/511
4279,Mariage,3206,3831,155,1808-11-24,n/a
4280,Contrat de mariage,3208,3832,155,1808-11-22,503 et 504/934
4281,Mariage,3216,3847,52,1727-02-11,28/185
4282,Mariage,3195,4152,241,1668-11-29,15/022
4283,Mariage,3205,4492,322,1767-02-24,129
4284,Mariage,3196,4561,229,1764-02-14,59/138
4285,Mariage,3216,4582,185,1740-02-29,21/257
4286,Mariage,3211,4747,52,1782-02-05,140/206
4287,Mariage,3209,4801,85,1648-07-20,37/049
4288,Mariage,3207,4808,52,1817-06-23,287/386
4289,Mariage,3214,4832,264,,113/183
4290,Mariage,3216,4997,373,1708-01-25,89/100
4291,Mariage,3213,5052,349,1819-06-08,220/249
4292,Mariage,3187,5128,229,1838-02-04,53/204
4293,Mariage,3184,5223,229,1694-01-12,6/058
4294,Mariage,3194,5263,52,1667-01-20,4/016
4295,Mariage,3216,5262,52,1666-03-08,4/016
4296,Mariage,3193,5307,52,1838-02-11,25/530
4297,Mariage,3200,5351,64,1730-09-14,n/a
4298,Mariage,3216,5367,52,1692-02-05,66/073
4299,Mariage,3199,5455,39,1766-10-07,4/139
4300,Mariage,3210,5908,367,1771-05-23,50/117
4301,Mariage,3203,5961,37,,24/151
4302,Contrat de mariage,3216,5963,37,,117 et 118/340
4303,Mariage,3216,6400,85,1665-01-27,47/049
4304,Mariage,3189,6607,349,1755-02-04,126/254
4305,Mariage,3216,6647,67,1673-02-05,22/132
4306,Mariage,3212,6703,85,1786-02-21,89/157
4307,Mariage,3190,6875,155,1698-10-30,34/130
4308,Contrat de mariage,3185,7125,155,1779-01-26,113 et 114/403
4309,Mariage,3186,7124,155,1779-01-26,n/a
4310,Mariage,3215,7140,52,1667-02-09,5/016
4311,Mariage,3191,7197,322,,8
4312,Mariage,3182,7253,64,1694-08-26,117/146
4313,Mariage,3201,7376,155,,35/077
4314,Mariage,3188,7490,52,,64/143
4315,Contrat de mariage,3216,7873,155,1740-09-20,9 et 10/467
4316,Mariage,3197,7874,155,1740-10-18,n/a
4317,Mariage,3192,8169,155,1836-10-26,n/a
4318,Mariage,3183,8229,155,1768-01-18,n/a
4319,Mariage,3175,4036,185,1825-05-01,138/341
4320,Mariage,3174,4120,39,1874-09-28,110/159
4321,Mariage,3172,5507,52,1871-09-26,32/154
4322,Mariage,3173,7762,241,1874-05-19,43/116
4323,Mariage,3171,6704,185,1858-06-13,16/143
4324,Mariage,3178,4340,175,1786-02-08,48/074
4325,Mariage,3177,5286,175,1759-02-20,131/275
4326,Mariage,3176,5796,241,1836-07-12,131/154
4327,Mariage,3176,7790,241,1857-02-03,15/105
4328,Mariage,3179,5865,349,1850-05-29,301/522
4329,Mariage,3179,6406,349,1846-06-23,139/522
4330,Mariage,3181,5949,52,1865-09-10,104/133
4331,Mariage,3180,5273,52,1902-05-13,17/026
4332,Mariage,3217,4392,310,1875-07-05,21/110
4333,Mariage,3219,7641,177,1850-06-25,125/263
4334,Mariage,3218,6544,155,1863-09-09,n/a
4335,Mariage,3221,4167,163,1636-02-28,33/055
4336,Mariage,3221,4282,163,1629-05-08,27/055
4337,Mariage,3221,4798,163,1633-01-17,30/055
4338,Mariage,3221,7664,163,1614-01-23,5/055
4339,Mariage,3223,5994,106,1769-01-31,8/012
4340,Mariage,3222,5448,62,1869-09-22,58/122
4341,Mariage,3226,6119,255,1875-04-27,61/135
4342,Mariage,3224,7580,117,1887-05-22,37/132
4343,Mariage,3225,3755,153,1905-11-21,53
4344,Mariage,3230,3923,101,1778-01-14,207/269
4345,Mariage,3229,5802,85,1642-02-26,33/049
4346,Mariage,3228,6864,262,1853-01-16,293/390
4347,Mariage,3227,7070,155,1890-04-15,n/a
4348,Mariage,3231,5290,330,1862-05-12,68/137
4349,Mariage,3245,3561,343,1766-05-14,134/162
4350,Mariage,3248,3785,52,1696-02-07,40/133
4351,Mariage,3248,4572,62,1861-06-17,71/111
4352,Mariage,3248,4731,255,1840-11-16,138/157
4353,Mariage,3248,4819,29,1864-06-14,67/110
4354,Mariage,3247,5050,328,,2/019
4355,Mariage,3248,5135,218,1755-10-20,47/108
4356,Mariage,3242,5435,311,1632-11-03,11/022
4357,Mariage,3246,5952,322,1770-02-06,147
4358,Mariage,3244,5953,322,1797-10-15,37
4359,Mariage,3244,5953,322,,19
4360,Mariage,3244,5954,322,,10
4361,Mariage,3243,5953,185,1796-11-14,32/045
4362,Mariage,3247,6028,328,1788-07-08,241/247
4363,Mariage,3248,6626,35,1782-01-29,n/a
4364,Mariage,3239,6742,47,1897-11-08,164/187
4365,Mariage,3241,7252,64,1735-02-10,169/186
4366,Mariage,3248,7623,85,1657-02-07,44/049
4367,Mariage,3248,7727,266,1773-02-09,280/446
4368,Mariage,3248,7811,50,1717-09-21,70/187
4369,Mariage,3240,7978,87,1776-02-13,66/166
4370,Mariage,3248,8081,266,1770-06-26,227/446
4371,Mariage,3232,5636,185,1886-06-21,13/094
4372,Mariage,3233,7024,37,1904-06-19,14/028
4373,Mariage,3234,5641,185,1877-11-13,115/143
4374,Mariage,3235,5876,157,1866-05-02,38/080
4375,Mariage,3236,3827,255,1853-01-30,400/513
4376,Mariage,3237,4828,39,1893-06-20,55/099
4377,Mariage,3237,7041,39,1897-11-23,86/099
4378,Mariage,3238,5905,185,1841-01-17,263/353
4379,Mariage,3250,7609,185,1889-05-28,31/094
4380,Mariage,3249,3110,185,1859-11-06,21/143
4381,Mariage,3251,8268,86,1903-06-15,5/015
4382,Mariage,3252,6917,185,1833-05-19,41/353
4383,Mariage,3262,3692,52,1826-07-11,246/370
4384,Mariage,3255,3954,52,1795-02-10,8/035
4385,Mariage,3257,4331,39,,11/020
4386,Mariage,3256,4807,52,1787-02-06,47/139
4387,Mariage,3266,4974,261,1771-04-30,11/077
4388,Mariage,3263,5573,39,1864-11-08,56/159
4389,Mariage,3258,5797,262,,59/145
4390,Contrat de mariage,3266,5798,37,,305 et 306/502
4391,Mariage,3266,5859,39,1677-02-16,71/185
4392,Mariage,3266,6123,163,1615-03-25,8/055
4393,Mariage,3261,6270,39,1827-07-16,113/358
4394,Mariage,3254,6399,85,1673-02-07,69/080
4395,Mariage,3266,6824,159,1829-08-27,217/228
4396,Mariage,3260,7180,262,1831-01-19,72/399
4397,Mariage,3266,7598,52,1702-02-14,121/133
4398,Mariage,3266,7614,52,1688-02-10,36/073
4399,Mariage,3259,7632,64,1633-10-18,98/126
4400,Mariage,3265,8075,185,,21/231
4401,Mariage,3264,8076,185,1796-07-12,27/045
4402,Mariage,3268,3926,229,1702-02-08,3/060
4403,Mariage,3267,8121,87,1768-02-09,65/149
4404,Mariage,3269,7391,52,1719-02-14,78/155
4405,Mariage,3270,3980,264,1738-01-15,119/140
4406,Mariage,3270,6363,367,1701-01-19,9/060
4407,Mariage,3270,6516,52,1701-01-11,103/133
4408,Mariage,3271,5368,52,1699-02-17,80/133
4409,Mariage,3298,3741,101,1740-11-08,23/269
4410,Mariage,3291,3877,328,1755-06-11,133/362
4411,Mariage,3298,3940,327,1800-11-24,n/a
4412,Contrat de mariage,3298,3940,330,,83 et 84/632
4413,Mariage,3298,3981,45,1807-01-28,253/460
4414,Mariage,3298,4252,52,1747-10-17,98/160
4415,Mariage,3288,4254,349,1785-02-07,107/175
4416,Mariage,3297,4255,52,1666-02-23,3/016
4417,Mariage,3298,4466,52,1732-01-29,96/185
4418,Mariage,3298,4479,363,1857-04-28,116/228
4419,Mariage,3296,4499,85,1618-10-09,11/049
4420,Mariage,3298,4555,52,1726-02-12,12/185
4421,Mariage,3290,4661,322,1762-02-09,96
4422,Mariage,3298,5139,45,1835-05-19,28/543
4423,Mariage,3298,5287,327,1837-05-23,n/a
4424,Mariage,3282,5303,58,1828-06-16,153/503
4425,Mariage,3284,5333,185,1854-02-13,302/341
4426,Mariage,3298,5592,311,1642-11-25,17/022
4427,Mariage,3298,5799,50,1731-01-23,105/187
4428,Mariage,3298,5910,340,1705-02-18,87/119
4429,Contrat de mariage,3298,5910,340,1704-11-25,185 et 186/609
4430,Mariage,3298,6098,29,1869-06-15,108/110
4431,Mariage,3298,6110,45,1824-01-13,101/171
4432,Mariage,3298,6326,327,1836-04-13,n/a
4433,Mariage,3298,6390,327,1837-02-01,n/a
4434,Mariage,3281,6394,52,1789-11-21,104/139
4435,Mariage,3293,6402,195,1677-11-25,30/040
4436,Mariage,3298,6530,195,1675-10-30,5/040
4437,Mariage,3298,6530,195,1652-01-30,39/064
